TEAM_ID,MISSION_TIME,PACKET_COUNT,MODE,STATE,ALTITUDE,TEMPERATURE,PRESSURE,VOLTAGE,CURRENT,GYRO_R,GYRO_P,GYRO_Y,ACCEL_R,ACCEL_P,ACCEL_Y,GPS_TIME,GPS_ALTITUDE,GPS_LATITUDE,GPS_LONGITUDE,GPS_SATS,CMD_ECHO,,CHECKSUM
3121,13:00:25,26,F,APOGEE,1094.7,14.5,103.5,3.74,2.46,4.33,-2.0,4.87,-1.13,-1.64,-0.98,13:00:25,45.94,-7.276232,112.792254,5,CXON,,149
3121,13:00:26,27,F,APOGEE,1057.7,9.1,117.8,3.69,2.44,-3.73,-3.73,4.67,0.86,-1.9,-0.12,13:00:26,59.33,-7.277262,112.792587,9,CXON,,164
3121,13:00:27,28,F,APOGEE,1109.4,27.7,119.0,3.92,2.08,-3.17,-3.34,0.5,1.49,1.62,1.31,13:00:27,1014.34,-7.273918,112.791513,3,CXON,,153
3121,13:00:28,29,F,APOGEE,1044.6,5.9,89.7,4.18,1.6,-3.14,-3.69,4.35,-0.45,1.1,-0.02,13:00:28,951.42,-7.274959,112.790018,9,CXON,,229
3121,13:00:29,30,F,APOGEE,1142.2,24.3,96.6,3.72,2.45,0.78,1.92,0.87,-1.74,-0.82,-0.98,13:00:29,953.52,-7.279846,112.794299,8,CXON,,99
3121,13:00:30,31,F,DESCENT,693.8,-2.3,117.7,3.7,2.93,-1.04,2.87,-4.97,-1.64,0.2,-1.31,13:00:30,218.97,-7.277477,112.794959,6,CXON,,94
3121,13:00:31,32,F,DESCENT,1030.0,7.5,96.4,3.83,2.82,-0.34,1.95,0.97,-0.12,-0.1,-1.23,13:00:31,689.57,-7.275356,112.79369,8,CXON,,163
3121,13:00:32,33,F,DESCENT,847.0,29.8,81.4,3.52,2.95,-1.88,1.96,1.57,-1.73,-2.0,-0.5,13:00:32,289.38,-7.274307,112.795303,6,CXON,,147
3121,13:00:33,34,F,DESCENT,769.8,18.8,96.8,4.12,1.57,4.74,4.78,-1.11,-1.59,0.04,-1.47,13:00:33,1113.21,-7.272185,112.792766,8,CXON,,35
3121,13:00:34,35,F,DESCENT,899.3,20.6,87.0,3.99,2.79,2.9,1.73,2.35,-1.79,0.27,-1.09,13:00:34,379.49,-7.27701,112.790494,8,CXON,,209
3121,13:00:35,36,F,DESCENT,680.5,3.2,99.0,3.91,3.05,-2.84,-4.19,3.6,-1.64,1.29,-1.64,13:00:35,292.23,-7.278332,112.797633,4,CXON,,149
3121,13:00:36,37,F,DESCENT,1033.2,36.8,117.7,3.7,2.76,-4.25,-1.27,-3.99,0.08,1.14,0.07,13:00:36,1034.41,-7.276152,112.792728,10,CXON,,220
3121,13:00:37,38,F,DESCENT,1187.7,38.7,109.0,3.89,2.73,3.49,-2.44,-4.09,-0.89,1.05,-1.81,13:00:37,34.23,-7.27613,112.79802,12,CXON,,47
3121,13:00:38,39,F,DESCENT,1184.8,10.5,106.4,3.74,2.29,4.22,-2.02,4.24,0.93,1.18,-1.32,13:00:38,1195.31,-7.277324,112.794896,4,CXON,,254
3121,13:00:39,40,F,DESCENT,540.5,39.2,99.7,3.72,1.51,-1.42,-0.96,2.4,0.3,0.13,0.46,13:00:39,528.92,-7.276115,112.794212,7,CXON,,0
3121,13:00:40,41,F,PROBE_RELEASE,229.5,34.0,107.9,3.98,3.07,2.33,-3.78,1.43,1.96,0.35,-1.87,13:00:40,324.2,-7.275669,112.791052,7,CXON,,192
3121,13:00:41,42,F,PROBE_RELEASE,515.6,36.5,98.3,3.74,1.62,-0.02,3.57,0.13,1.99,-1.52,1.09,13:00:41,196.0,-7.2762,112.796596,12,CXON,,43
3121,13:00:42,43,F,PROBE_RELEASE,487.1,5.3,86.3,3.88,1.62,-4.82,-0.87,-1.46,-1.72,-0.16,-0.86,13:00:42,860.43,-7.271743,112.793279,4,CXON,,47
3121,13:00:43,44,F,PROBE_RELEASE,309.4,24.2,102.1,3.62,2.41,3.33,2.31,-2.55,-1.39,-1.51,1.8,13:00:43,881.24,-7.275275,112.792042,7,CXON,,177
3121,13:00:44,45,F,PROBE_RELEASE,243.9,18.0,86.6,3.76,3.08,3.25,-4.97,3.42,-1.45,-1.67,-1.3,13:00:44,1130.32,-7.27503,112.792525,7,CXON,,156
3121,13:00:45,46,F,PROBE_RELEASE,306.7,39.0,91.6,3.81,2.36,-3.52,0.9,4.09,-0.35,0.05,1.92,13:00:45,910.6,-7.275978,112.793452,10,CXON,,240
3121,13:00:46,47,F,PROBE_RELEASE,218.8,-0.8,112.8,3.75,2.94,1.01,3.99,1.36,-0.46,-0.96,1.7,13:00:46,659.62,-7.275747,112.796711,8,CXON,,166
3121,13:00:47,48,F,PROBE_RELEASE,319.4,25.2,105.6,3.52,2.2,4.78,-0.86,-1.33,0.91,-0.64,-1.86,13:00:47,53.83,-7.277315,112.797772,6,CXON,,136
3121,13:00:48,49,F,PROBE_RELEASE,414.5,3.5,99.3,3.68,2.66,-2.17,1.3,-1.14,-0.8,-1.21,0.35,13:00:48,821.76,-7.275195,112.795142,5,CXON,,246
3121,13:00:49,50,F,PROBE_RELEASE,186.7,3.2,106.0,3.97,2.57,-4.38,2.28,3.31,0.63,0.93,-0.69,13:00:49,995.34,-7.274049,112.793553,8,CXON,,164
3121,13:00:50,51,F,PAYLOAD_RELEASE,303.8,12.0,91.1,4.11,2.72,3.74,-2.82,4.7,-1.08,-1.75,-1.59,13:00:50,910.06,-7.277657,112.795219,9,CXON,,13
3121,13:00:51,52,F,PAYLOAD_RELEASE,222.8,24.9,105.8,3.81,2.66,-4.46,-0.94,1.68,0.47,0.66,1.85,13:00:51,460.73,-7.275207,112.79406,6,CXON,,40
3121,13:00:52,53,F,PAYLOAD_RELEASE,255.9,17.1,90.7,3.6,2.97,3.52,-2.31,-2.72,0.04,-1.87,1.84,13:00:52,401.03,-7.275814,112.795038,8,CXON,,55
3121,13:00:53,54,F,PAYLOAD_RELEASE,132.8,16.3,99.6,4.19,2.46,0.99,3.89,2.27,-0.58,-1.17,-0.94,13:00:53,950.26,-7.278861,112.791533,10,CXON,,178
3121,13:00:54,55,F,PAYLOAD_RELEASE,258.1,1.6,102.6,3.54,1.8,-0.12,3.56,-1.83,-1.25,-1.11,-1.85,13:00:54,529.64,-7.276087,112.794961,10,CXON,,174
